CustomerID,DOB,Gender,Provider,AcquiredDate
625,10-02-1982,male,airtel,19-01-2016
626,05-01-1969,male,airtel,19-01-2016
627,08/16/1996,male,airtel,19-01-2016
628,NULL,NULL,IND AirTel,19-01-2016
629,08/26/1989,male,Vodafone IN,19-01-2016
630,NULL,NULL,Airtel,19-01-2016
631, ,Male,CellOne,19-01-2016
632,NULL,NULL,TATA DOCOMO,19-01-2016
633,NULL,NULL,Vodafone IN,19-01-2016
634,06/30/1996,male,IND airtel,19-01-2016
635,NULL,NULL,Vodafone IN,19-01-2016
636,NULL,NULL,AIRCEL,19-01-2016
637,08/23/1995,male,airtel,19-01-2016
638, ,Male,VODAFONE IN,19-01-2016
639,NULL,NULL,,19-01-2016
640,08-11-1995,male,Idea,19-01-2016
641,NULL,NULL,airtel,19-01-2016
642,NULL,NULL,Idea,19-01-2016
643,NULL,NULL,Airtel Delhi,19-01-2016
644,NULL,NULL,CellOne,19-01-2016
645, ,Male,airtel,19-01-2016
646,09/15/1981,male,airtel,19-01-2016
647,NULL,NULL,Vodafone.de,19-01-2016
648,NULL,NULL,AirTel,19-01-2016
649,NULL,NULL,Airtel,19-01-2016
650,NULL,NULL,£airtel,19-01-2016
651,NULL,NULL,Airtel,19-01-2016
652,06-10-1994,male,airtel,19-01-2016
653,,male,TATA DOCOMO,19-01-2016
654, ,Male,airtel,19-01-2016
655, ,Male,AIRCEL,19-01-2016
656,NULL,NULL,Airtel,19-01-2016
657,NULL,NULL,Vodafone IN,19-01-2016
658,NULL,NULL,!dea,19-01-2016
659,NULL,NULL,AirTel,19-01-2016
660,NULL,NULL,IDEA,19-01-2016
661,10/18/1987,male,VODAFONE IN,19-01-2016
662,06/24/1986,male,TATA DOCOMO,19-01-2016
663,NULL,NULL,,19-01-2016
664, ,Male,CellOne,19-01-2016
665,NULL,NULL,IND airtel,19-01-2016
666,NULL,NULL,TATA DOCOMO,19-01-2016
667,NULL,NULL,airtel,19-01-2016
668,NULL,NULL,Videocon,19-01-2016
669,04/18/1994,male,IND airtel,19-01-2016
670,NULL,NULL,VODAFONE IN,19-01-2016
671,NULL,NULL,Vodafone IN,19-01-2016
672,NULL,NULL,IND AirTel,19-01-2016
673,07/21/1985,male,airtel,19-01-2016
674,06-07-1994,male,Idea,19-01-2016
675,NULL,NULL,IDEA,19-01-2016
676,NULL,NULL,Vodafone IN,19-01-2016
677,NULL,NULL,airtel,19-01-2016
678, ,Male,Vodafone IN,19-01-2016
679,NULL,NULL,"null,null",19-01-2016
680,NULL,NULL,,19-01-2016
681,NULL,NULL,,19-01-2016
682,NULL,NULL,Airtel,19-01-2016
683, ,Male,airtel,19-01-2016
684,05-12-1996,male,airtel,19-01-2016
685,NULL,NULL,TATA DOCOMO,19-01-2016
686,NULL,NULL,Vodafone In,19-01-2016
687,NULL,NULL,IND airtel,19-01-2016
688,NULL,NULL,airtel,19-01-2016
689,12/23/1992,male,AIRCEL,19-01-2016
690,NULL,NULL,,19-01-2016
691,08-10-1972,male,VODAFONE IN,19-01-2016
692, ,Male,Vodafone IN,19-01-2016
693,02-05-1988,male,Vodafone,19-01-2016
694,NULL,NULL,Airtel,19-01-2016
695,08/25/1993,male,Vodafone IN,19-01-2016
696,NULL,NULL,Reliance,19-01-2016
697, ,Male,AIRCEL,19-01-2016
698,NULL,NULL,40492,19-01-2016
699,NULL,NULL,Aircel,19-01-2016
700,NULL,NULL,IDEA,19-01-2016
701,NULL,NULL,airtel,19-01-2016
702,NULL,NULL,Idea,19-01-2016
703,NULL,NULL,TATA DOCOMO,19-01-2016
704,NULL,NULL,CellOne,19-01-2016
705,NULL,NULL,Vodafone IN,19-01-2016
706, ,Male,airtel,19-01-2016
707,NULL,NULL,Vodafone,19-01-2016
708,NULL,NULL,AirTel,19-01-2016
709,NULL,NULL,Vodafone IN,19-01-2016
710,NULL,NULL,!dea,19-01-2016
711,NULL,NULL,Vodafone IN,19-01-2016
712,NULL,NULL,TATA DOCOMO,19-01-2016
713, ,Male,Vodafone IN,19-01-2016
714, ,Male,Idea Cellular,19-01-2016
715,NULL,NULL,AIRCEL,19-01-2016
716,NULL,NULL,TATA DOCOMO,19-01-2016
717, ,Male,Vodafone IN,19-01-2016
718,NULL,NULL,Vodafone IN,19-01-2016
719,NULL,NULL,TATA DOCOMO,19-01-2016
720,NULL,NULL,Aircel,19-01-2016
721, ,Male,Vodafone IN,19-01-2016
722,NULL,NULL,Vodafone IN,19-01-2016
723,NULL,NULL,Vodafone IN,19-01-2016
724, ,Male,Vodafone IN,19-01-2016
725,NULL,NULL,VODAFONE IN,19-01-2016
726,NULL,NULL,Videocon,19-01-2016
727,NULL,NULL,AirTel,19-01-2016
728,03/16/1996,male,Aircel,19-01-2016
729,09/28/1981,male,Aircel,19-01-2016
730, ,Male,airtel,19-01-2016
731,NULL,NULL,Aircel,19-01-2016
732, ,Male,Telenor,19-01-2016
733,NULL,NULL,AIRTEL,19-01-2016
734,NULL,NULL,!DEA,19-01-2016
735,NULL,NULL,Airtel,19-01-2016
736,NULL,NULL,T-Mobile,19-01-2016
737,NULL,NULL,T24,19-01-2016
738,NULL,NULL,Reliance,19-01-2016
739,NULL,NULL,airtel,19-01-2016
740,NULL,NULL,TATA DOCOMO,19-01-2016
741,NULL,NULL,Vodafone IN,19-01-2016
742, ,Male,Vodafone IN,19-01-2016
743,NULL,NULL,,19-01-2016
744,NULL,NULL,,19-01-2016
745,NULL,NULL,TATA DOCOMO,19-01-2016
746,NULL,NULL,TATA DOCOMO,19-01-2016
747,NULL,NULL,,19-01-2016
748,12-08-1994,male,airtel,19-01-2016
749,NULL,NULL,,19-01-2016
750,NULL,NULL,Vodafone,19-01-2016
751,02-02-1997,male,AirTel,19-01-2016
752,NULL,NULL,!dea,19-01-2016
753, ,Male,!dea,19-01-2016
754,11/29/1992,male,Airtel,19-01-2016
755, ,Female,null,19-01-2016
756,NULL,NULL,Reliance,19-01-2016
757,NULL,NULL,IND airtel,19-01-2016
758,NULL,NULL,Vodafone IN,19-01-2016
759,NULL,NULL,TATA DOCOMO,20-01-2016
760,NULL,NULL,BSNL MOBILE,20-01-2016
761,NULL,NULL,AIRCEL,20-01-2016
762,NULL,NULL,40472,20-01-2016
763,03-02-1980,male,AIRCEL,20-01-2016
764,NULL,NULL,BSNL Mobile,20-01-2016
765,NULL,NULL,T24,20-01-2016
766,07/17/1989,male,BSNL MOBILE,20-01-2016
767,NULL,NULL,TATA DOCOMO,20-01-2016
768,NULL,NULL,airtel,20-01-2016
769,NULL,NULL,Reliance,20-01-2016
770, ,Male,IDEA,20-01-2016
771,NULL,NULL,TATA DOCOMO,20-01-2016
772,NULL,NULL,Vodafone IN,20-01-2016
773,NULL,NULL,IDEA,20-01-2016
774,NULL,NULL,Reliance,20-01-2016
775,NULL,NULL,Airtel A.P.,20-01-2016
776, ,Male,TATA DOCOMO,20-01-2016
777,NULL,NULL,IDEA,20-01-2016
778,NULL,NULL,Airtel A.P.,20-01-2016
779,NULL,NULL,DOLPHIN,20-01-2016
780, ,Male,Vodafone IN,20-01-2016
781,NULL,NULL,Airtel,20-01-2016
782, ,Male,null,20-01-2016
783, ,Male,AirTel,20-01-2016
784,NULL,NULL,airtel,20-01-2016
785,11-11-1990,male,CellOne,20-01-2016
786,NULL,NULL,TATA DOCOMO,20-01-2016
787,NULL,NULL,VODAFONE IN,20-01-2016
788,NULL,NULL,TATA DOCOMO,20-01-2016
789,NULL,NULL,TATA DOCOMO,20-01-2016
790,NULL,NULL,Reliance M.P.,20-01-2016
791,NULL,NULL,Vodafone IN,20-01-2016
792,NULL,NULL,airtel,20-01-2016
793, ,Male,AirTel,20-01-2016
794,NULL,NULL,Telenor,20-01-2016
795,NULL,NULL,Airtel,20-01-2016
796,09/19/1994,male,Vodafone IN,20-01-2016
797,10-07-1981,male,Vodafone IN,20-01-2016
798, ,Male,Reliance,20-01-2016
799,NULL,NULL,40494,20-01-2016
800, ,Male,Vodafone IN,20-01-2016
801,NULL,NULL,Vodafone IN,20-01-2016
802,NULL,NULL,Airtel N.E.,20-01-2016
803,NULL,NULL,Vodafone IN,20-01-2016
804,07/15/1994,male,Vodafone IN,20-01-2016
805,NULL,NULL,BSNL Mobile,20-01-2016
806,NULL,NULL,TATA DOCOMO,20-01-2016
807,NULL,NULL,TATA DOCOMO,20-01-2016
808, ,Male,TATA DOCOMO,20-01-2016
809,NULL,NULL,Cellone Kerala,20-01-2016
810,NULL,NULL,,20-01-2016
811,NULL,NULL,TATA DOCOMO,20-01-2016
812,08/28/1984,male,airtel,20-01-2016
813,NULL,NULL,TATA DOCOMO,20-01-2016
814,NULL,NULL,,20-01-2016
815, ,Male,Idea,20-01-2016
816,NULL,NULL,Reliance,20-01-2016
817,NULL,NULL,Vodafone IN,20-01-2016
818,NULL,NULL,Aircel Mumbai,20-01-2016
819, ,Female,!DEA-H,20-01-2016
820,NULL,NULL,Vodafone,20-01-2016
821,NULL,NULL,BSNL MOBILE,20-01-2016
822,NULL,NULL,Vodafone IN,20-01-2016
823,NULL,NULL,airtel,20-01-2016
824,05/16/1996,male,Vodafone IN,21-01-2016
825, ,Male,Airtel,21-01-2016
826, ,Male,Vodafone IN,21-01-2016
827, ,Male,airtel,21-01-2016
828,NULL,NULL,airtel,21-01-2016
829,03-08-1994,male,Airtel A.P.,21-01-2016
830,NULL,NULL,airtel,21-01-2016
831,NULL,NULL,Vodafone IN,21-01-2016
832, ,Female,AirTel,21-01-2016
833, ,Male,airtel,21-01-2016
834, ,Male,Vodafone,21-01-2016
835,04/15/1995,male,Aircel,21-01-2016
836,NULL,NULL,Airtel,21-01-2016
837,05/22/1992,male,BSNL MOBILE,21-01-2016
838,NULL,NULL,Reliance,21-01-2016
839,01-10-1991,male,Vodafone IN,21-01-2016
840,NULL,NULL,airtel,21-01-2016
841,NULL,NULL,Cellone Kerala,21-01-2016
842, ,Male,Airtel,21-01-2016
843,NULL,NULL,VODAFONE IN,21-01-2016
844, ,Male,IND AirTel,21-01-2016
845,NULL,NULL,Vodafone IN,21-01-2016
846,NULL,NULL,airtel,21-01-2016
847, ,Male,Vodafone IN,21-01-2016
848,NULL,NULL,IND AirTel,21-01-2016
849,NULL,NULL,airtel,21-01-2016
850,NULL,NULL,airtel,21-01-2016
851,NULL,NULL,IND airtel,21-01-2016
852,NULL,NULL,40457,21-01-2016
853,NULL,NULL,Airtel,21-01-2016
854,NULL,NULL,TATA DOCOMO,21-01-2016
855,NULL,NULL,IND AirTel,21-01-2016
856,05/15/2000,male,airtel,21-01-2016
857,NULL,NULL,,21-01-2016
858, ,Male,Airtel,21-01-2016
859,NULL,NULL,AirTel,21-01-2016
860,01-01-1987,female,Reliance,21-01-2016
861,NULL,NULL,Telenor,21-01-2016
862,NULL,NULL,40441,21-01-2016
863,NULL,NULL,airtel,21-01-2016
864,NULL,NULL,VODAFONE IN,21-01-2016
865,NULL,NULL,IDEA,21-01-2016
866,NULL,NULL,CellOne,21-01-2016
867,NULL,NULL,Videocon,21-01-2016
868,NULL,NULL,Vodafone IN,21-01-2016
869,NULL,NULL,,21-01-2016
870, ,Male,AIRCEL,21-01-2016
871,NULL,NULL,Vodafone IN,21-01-2016
872,NULL,NULL,AIRCEL,21-01-2016
873,NULL,NULL,BSNL MOBILE,21-01-2016
874,09/26/1994,male,airtel,21-01-2016
875,05-04-1978,male,AIRCEL,21-01-2016
876,NULL,NULL,AIRCEL,21-01-2016
877, ,Female,Reliance,21-01-2016
878, ,Male,airtel,21-01-2016
879,NULL,NULL,airtel,21-01-2016
880,NULL,NULL,Idea,21-01-2016
881,NULL,NULL,Vodafone IN,21-01-2016
882,NULL,NULL,Vodafone IN,21-01-2016
883,04-01-1986,male,airtel,21-01-2016
884,NULL,NULL,TATA DOCOMO,21-01-2016
885,NULL,NULL,Vodafone IN,21-01-2016
886,NULL,NULL,,21-01-2016
887,05-01-1998,male,IDEA,21-01-2016
888,NULL,NULL,Airtel,21-01-2016
889, ,Male,Reliance,21-01-2016
890,NULL,NULL,BSNL Mobile,21-01-2016
891,NULL,NULL,,21-01-2016
892,NULL,NULL,airtel,21-01-2016
893,NULL,NULL,Idea,21-01-2016
894,NULL,NULL,AIRCEL,21-01-2016
895,NULL,NULL,Reliance M.P.,21-01-2016
896,NULL,NULL,null,21-01-2016
897,NULL,NULL,IDEA,21-01-2016
898, ,Male,CellOne,21-01-2016
899,04-07-1975,male,Dolphin,22-01-2016
900, ,Male,airtel,22-01-2016
901, ,Male,IDEA,22-01-2016
902,04/30/1994,male,TATA DOCOMO,22-01-2016
903,NULL,NULL,Airtel,22-01-2016
904,NULL,NULL,,22-01-2016
905,NULL,NULL,BSNL Mobile,22-01-2016
906, ,Male,,22-01-2016
907,02-01-1990,male,IDEA,22-01-2016
908,08/16/1996,male,Vodafone IN,22-01-2016
909,NULL,NULL,,22-01-2016
910,NULL,NULL,AIRCEL,22-01-2016
911,05-11-1989,male,airtel,22-01-2016
912, ,Male,VODAFONE IN,22-01-2016
913,NULL,NULL,Reliance,22-01-2016
914,NULL,NULL,Vodafone IN,22-01-2016
915, ,Male,airtel,22-01-2016
916,NULL,NULL,TATA DOCOMO,22-01-2016
917,NULL,NULL,Vodafone IN,22-01-2016
918, ,Male,"""O2 - UK""",22-01-2016
919, ,Male,CellOne,22-01-2016
920,NULL,NULL,IND AirTel,22-01-2016
921, ,Male,UNINOR,22-01-2016
922,NULL,NULL,airtel,22-01-2016
923,NULL,NULL,Cellone,22-01-2016
924,NULL,NULL,,22-01-2016
925,NULL,NULL,CellOne,22-01-2016
926, ,Male,Vodafone,22-01-2016
927,NULL,NULL,Dolphin,22-01-2016
928,NULL,NULL,Dolphin Mumbai,22-01-2016
929,NULL,NULL,IDEA,22-01-2016
930, ,Male,AIRCEL,22-01-2016
931,NULL,NULL,airtel,22-01-2016
932,NULL,NULL,404 28,22-01-2016
933, ,Male,IDEA,23-01-2016
934,NULL,NULL,Vodafone IN,23-01-2016
935,NULL,NULL,Airtel,23-01-2016
936,NULL,NULL,AirTel,23-01-2016
937,10/24/1994,male,Reliance,23-01-2016
938,10-04-1997,male,Reliance,23-01-2016
939,05/14/1991,female,airtel,24-01-2016
940,NULL,NULL,Airtel,24-01-2016
941, ,Male,airtel,24-01-2016
942,10/23/1964,female,Vodafone IN,24-01-2016
943,NULL,NULL,IND airtel,25-01-2016
944,06/16/1990,male,VODAFONE IN,26-01-2016
945,NULL,NULL,Vodafone IN,26-01-2016
946,08-12-1984,male,Reliance,27-01-2016
947, ,Male,TATA DOCOMO,27-01-2016
948,NULL,NULL,Vodafone IN,27-01-2016
949,10-07-1988,male,Vodafone IN,27-01-2016
950,NULL,NULL,,27-01-2016
951, ,Female,Airtel,27-01-2016
952,05-10-1988,male,Vodafone IN,27-01-2016
953,06/16/1996,male,uninor,27-01-2016
954,NULL,NULL,CellOne,27-01-2016
955, ,Male,Vodafone,27-01-2016
956, ,Male,Airtel,27-01-2016
957,NULL,NULL,Airtel Chennai,27-01-2016
958,NULL,NULL,!dea,27-01-2016
959,07/28/1982,male,TATA DOCOMO,27-01-2016
960,NULL,NULL,Reliance,27-01-2016
961,NULL,NULL,Airtel,27-01-2016
962,NULL,NULL,IND airtel,27-01-2016
963, ,Male,TATA DOCOMO,27-01-2016
964,NULL,NULL,BSNL Mobile,27-01-2016
965,NULL,NULL,Airtel,27-01-2016
966,02/15/1998,male,Vodafone IN,27-01-2016
967,NULL,NULL,Reliance,27-01-2016
968,NULL,NULL,Dolphin,27-01-2016
969, ,Male,AIRCEL,27-01-2016
970,03-12-1994,male,airtel,27-01-2016
971, ,Male,Airtel,27-01-2016
972,NULL,NULL,Dolphin,27-01-2016
973,NULL,NULL,Airtel,27-01-2016
974, ,Male,airtel,27-01-2016
975,NULL,NULL,TATA DOCOMO,27-01-2016
976,NULL,NULL,Airtel,27-01-2016
977,NULL,NULL,IND airtel,27-01-2016
978,NULL,NULL,Hutch,27-01-2016
979,NULL,NULL,airtel,27-01-2016
980,09/23/1994,male,airtel,27-01-2016
981,05/25/1961,male,VODAFONE IN,27-01-2016
982,NULL,NULL,TATA DOCOMO,27-01-2016
983,NULL,NULL,Videocon,27-01-2016
984,NULL,NULL,IND airtel,27-01-2016
985,NULL,NULL,,27-01-2016
986,NULL,NULL,,27-01-2016
987, ,Male,40492,27-01-2016
988,NULL,NULL,Reliance,27-01-2016
989,NULL,NULL,!dea,27-01-2016
990, ,Male,Airtel,27-01-2016
991,NULL,NULL,Airtel Delhi,27-01-2016
992,08/29/1996,male,TATA DOCOMO,27-01-2016
993,NULL,NULL,AIRCEL,27-01-2016
994, ,Male,,27-01-2016
995,08-10-1998,male,airtel,27-01-2016
996,09/24/1998,male,Airtel,28-01-2016
997,NULL,NULL,,28-01-2016
998,06/13/1993,male,Vodafone IN,28-01-2016
999,NULL,NULL,VODAFONE IN,28-01-2016
1000, ,Male,Vodafone IN,28-01-2016
1001,NULL,NULL,AIRCEL,28-01-2016
1002,02-02-1996,male,Videocon,28-01-2016
1003,NULL,NULL,airtel,28-01-2016
1004,NULL,NULL,Vodafone IN,28-01-2016
1005,NULL,NULL,AIRCEL,28-01-2016
1006, ,Male,IDEA W.B.,28-01-2016
1007,NULL,NULL,telenor,28-01-2016
1008, ,Male,Reliance,28-01-2016
1009,NULL,NULL,BSNL MOBILE,28-01-2016
1010, ,Male,!dea,28-01-2016
1011,NULL,NULL,!dea,28-01-2016
1012,NULL,NULL,IDEA,28-01-2016
1013,NULL,NULL,AirTel,28-01-2016
1014,NULL,NULL,,28-01-2016
1015,NULL,NULL,CellOne,28-01-2016
1016,11/28/1988,male,airtel,28-01-2016
1017,NULL,NULL,Airtel,28-01-2016
1018,02-03-1995,male,Vodafone IN,28-01-2016
1019,06-06-1986,male,!dea,28-01-2016
1020,NULL,NULL,Vodafone IN,28-01-2016
1021,NULL,NULL,Vodafone IN,28-01-2016
1022,NULL,NULL,IND AirTel,28-01-2016
1023, ,Male,airtel,28-01-2016
1024,NULL,NULL,IDEA,28-01-2016
1025, ,Male,Dolphin,28-01-2016
1026,NULL,NULL,40449,28-01-2016
1027,NULL,NULL,airtel,28-01-2016
1028, ,Male,AIRCEL,28-01-2016
1029,NULL,NULL,VODAFONE IN,29-01-2016
1030, ,Male,Aircel,29-01-2016
1031,03-05-1989,male,Vodafone IN,29-01-2016
1032,01-05-1993,male,IDEA,29-01-2016
1033,11/29/1997,male,CellOne,29-01-2016
1034,NULL,NULL,TATA DOCOMO,29-01-2016
1035, ,Male,airtel,29-01-2016
1036,NULL,NULL,Airtel,29-01-2016
1037, ,Male,Airtel,29-01-2016
1038,NULL,NULL,,29-01-2016
1039,12/19/1992,male,Vodafone IN,29-01-2016
1040,NULL,NULL,Reliance,29-01-2016
1041,NULL,NULL,Vodafone,29-01-2016
1042,NULL,NULL,TATA DOCOMO,29-01-2016
1043, ,Male,TATA DOCOMO,29-01-2016
1044,11/29/1991,male,Vodafone IN,29-01-2016
1045,NULL,NULL,TATA DOCOMO,29-01-2016
1046,NULL,NULL,Vodafone IN,29-01-2016
1047,NULL,NULL,airtel,29-01-2016
1048,NULL,NULL,Vodafone IN,29-01-2016
1049, ,Male,IDEA,29-01-2016
1050,02-08-1998,male,telenor,29-01-2016
1051,NULL,NULL,!dea,29-01-2016
1052,10/27/1997,male,Airtel,29-01-2016
1053,NULL,NULL,DOLPHIN,29-01-2016
1054,09-07-1972,male,Vodafone IN,29-01-2016
1055,NULL,NULL,!dea,29-01-2016
1056,NULL,NULL,Aircel,29-01-2016
1057,NULL,NULL,IND airtel,29-01-2016
1058,NULL,NULL,Idea,29-01-2016
1059,NULL,NULL,AIRCEL,29-01-2016
1060,NULL,NULL,Reliance,29-01-2016
1061,NULL,NULL,Vodafone,29-01-2016
1062,0000-09-09,Male,,29-01-2016
1063,NULL,NULL,!dea,29-01-2016
1064, ,Male,TATA DOCOMO,29-01-2016
1065,02/17/1983,male,airtel,29-01-2016
1066, ,Male,IDEA,29-01-2016
1067, ,Female,VODAFONE IN,29-01-2016
1068,NULL,NULL,!DEA-H,29-01-2016
1069, ,Male,IDEA,29-01-2016
1070,NULL,NULL,Reliance,29-01-2016
1071, ,Male,BSNL Mobile,29-01-2016
1072,08-11-1994,male,airtel,29-01-2016
1073,NULL,NULL,Vodafone IN,29-01-2016
1074,NULL,NULL,Cellone Gujrat,29-01-2016
1075,NULL,NULL,IDEA A.P.,29-01-2016
1076,06-10-1996,male,AIRCEL,29-01-2016
1077,NULL,NULL,AIRCEL,29-01-2016
1078,NULL,NULL,IND airtel,29-01-2016
1079,03-03-1995,male,Reliance,29-01-2016
1080,NULL,NULL,,29-01-2016
1081,NULL,NULL,Reliance,29-01-2016
1082,NULL,NULL,Airtel,29-01-2016
1083,NULL,NULL,IDEA,29-01-2016
1084,NULL,NULL,,29-01-2016
1085,01/16/1992,male,Vodafone IN,29-01-2016
1086,01-02-1997,male,IDEA,29-01-2016
1087,NULL,NULL,airtel,29-01-2016
1088,NULL,NULL,Airtel,29-01-2016
1089,NULL,NULL,£airtel,29-01-2016
1090,NULL,NULL,Reliance,30-01-2016
1091, ,Male,AIRTEL,30-01-2016
1092,NULL,NULL,Vodafone,30-01-2016
1093,NULL,NULL,BSNL MOBILE,30-01-2016
1094,NULL,NULL,!DEA-H,30-01-2016
1095,NULL,NULL,IND airtel,30-01-2016
1096, ,Male,Airtel,30-01-2016
1097, ,Male,Dolphin,30-01-2016
1098,08/23/1991,male,airtel,30-01-2016
1099,NULL,NULL,IND airtel,30-01-2016
1100,NULL,NULL,TATA DOCOMO,30-01-2016
1101,NULL,NULL,T-Mobile,30-01-2016
1102,NULL,NULL,IND airtel,30-01-2016
1103, ,Male,AIRCEL,30-01-2016
1104,NULL,NULL,VODAFONE IN,30-01-2016
1105,06/26/2000,male,AIRCEL,30-01-2016
1106,10-12-1996,male,airtel,30-01-2016
1107,NULL,NULL,IND airtel,30-01-2016
1108,NULL,NULL,40453,30-01-2016
1109,NULL,NULL,Vodafone IN,30-01-2016
1110,NULL,NULL,AIRCEL,30-01-2016
1111,NULL,NULL,TATA DOCOMO,30-01-2016
1112,05-09-1998,male,,30-01-2016
1113,NULL,NULL,Vodafone IN,30-01-2016
1114,NULL,NULL,Reliance,30-01-2016
1115,NULL,NULL,Vodafone IN,30-01-2016
1116, ,Male,IND airtel,30-01-2016
1117,NULL,NULL,!DEA-H,30-01-2016
1118,05-07-1988,male,,30-01-2016
1119,12/16/1995,male,airtel,30-01-2016
1120,NULL,NULL,airtel,30-01-2016
1121, ,Male,IDEA,30-01-2016
1122,NULL,NULL,AIRCEL,30-01-2016
1123,01/22/1980,male,IDEA,30-01-2016
1124,07/23/1995,male,!dea,30-01-2016
1125,NULL,NULL,airtel,30-01-2016
1126,06/27/1993,male,Airtel,30-01-2016
1127,NULL,NULL,Airtel,30-01-2016
1128,NULL,NULL,airtel,30-01-2016
1129,NULL,NULL,Telenor,30-01-2016
1130,NULL,NULL,Aircel,30-01-2016
1131,01-01-1997,male,,30-01-2016
1132,NULL,NULL,T-Mobile,30-01-2016
1133, ,Male,Telenor,30-01-2016
1134,NULL,NULL,RELIANCE,30-01-2016
1135,NULL,NULL,,30-01-2016
1136,NULL,NULL,Vodafone IN,30-01-2016
1137,NULL,NULL,CellOne,30-01-2016
1138,NULL,NULL,!dea,30-01-2016
1139,NULL,NULL,Vodafone IN,30-01-2016
1140,NULL,NULL,Aircel,30-01-2016
1141,NULL,NULL,airtel,30-01-2016
1142,NULL,NULL,,30-01-2016
1143,NULL,NULL,IDEA,30-01-2016
1144, ,Male,TATA DOCOMO,30-01-2016
1145, ,Male,!dea,30-01-2016
1146,NULL,NULL,TATA DOCOMO,31-01-2016
1147,NULL,NULL,Reliance,31-01-2016
1148,NULL,NULL,CellOne,31-01-2016
1149,NULL,NULL,!DEA-H,31-01-2016
1150,NULL,NULL,airtel,31-01-2016
1151,NULL,NULL,Aircel Punjab,31-01-2016
1152,NULL,NULL,Cellone Karnataka,31-01-2016
1153,NULL,NULL,IDEA,31-01-2016
1154,09/27/1997,male,!dea,31-01-2016
1155,NULL,NULL,VODAFONE IN,31-01-2016
1156,NULL,NULL,TATA DOCOMO,31-01-2016
1157,NULL,NULL,!dea,31-01-2016
1158, ,Male,Reliance,31-01-2016
1159, ,Male,airtel,31-01-2016
1160,12/31/1997,male,,31-01-2016
1161, ,Male,Videocon,31-01-2016
1162,03/15/1993,male,40490,31-01-2016
1163,NULL,NULL,Idea,31-01-2016
1164, ,Male,airtel,31-01-2016
1165,12-04-1991,male,Vodafone In,31-01-2016
1166, ,Male,IDEA,31-01-2016
1167, ,Male,Idea Cellular,31-01-2016
1168,02-09-1998,male,Airtel,31-01-2016
1169,NULL,NULL,Vodafone,31-01-2016
1170,NULL,NULL,Vodafone IN,31-01-2016
1171,NULL,NULL,VODAFONE IN,31-01-2016
1172,NULL,NULL,IDEA,31-01-2016
1173,12/20/1996,male,Airtel,31-01-2016
1174,03-05-1996,male,Reliance,31-01-2016
1175,NULL,NULL,Reliance,31-01-2016
1176,03-04-1987,male,AIRCEL,31-01-2016
1177, ,Female,Vodafone IN,31-01-2016
1178,NULL,NULL,Vodafone IN,31-01-2016
1179,NULL,NULL,TATA DOCOMO,31-01-2016
1180,NULL,NULL,,31-01-2016
1181, ,Male,AIRCEL,31-01-2016
1182,NULL,NULL,airtel,31-01-2016
1183,12-12-1963,male,IDEA,31-01-2016
1184,NULL,NULL,,31-01-2016
1185, ,Male,Idea,31-01-2016
1186,07-01-1976,male,IDEA,31-01-2016
1187,11-01-1997,male,airtel,31-01-2016
1188,08-02-1994,male,TATA DOCOMO,31-01-2016
1189, ,Male,Vodafone IN,31-01-2016
1190,NULL,NULL,Vodafone IN,31-01-2016
1191,04/23/2000,male,BSNL Mobile,31-01-2016
1192,NULL,NULL,IDEA,31-01-2016
1193,08/20/1990,male,Reliance,31-01-2016
1194,NULL,NULL,airtel,31-01-2016
1195,NULL,NULL,Airtel,31-01-2016
1196,NULL,NULL,airtel,31-01-2016
1197,NULL,NULL,Vodafone IN,31-01-2016
1198,NULL,NULL,,31-01-2016
1199,07/25/1986,male,VODAFONE IN,31-01-2016
1200,NULL,NULL,40492,31-01-2016
1201,06/14/1975,male,Airtel,31-01-2016
1202,NULL,NULL,,31-01-2016
1203, ,Male,Airtel,31-01-2016
1204,11/30/1979,male,Vodafone,31-01-2016
1205,NULL,NULL,uninor,31-01-2016
1206,NULL,NULL,,31-01-2016
1207,NULL,NULL,Vodafone IN,31-01-2016
1208, ,Male,TATA DOCOMO,31-01-2016
1209, ,Male,Idea,31-01-2016
1210,NULL,NULL,Vodafone In,31-01-2016
1211,NULL,NULL,Idea,31-01-2016
1212,NULL,NULL,Vodafone IN,31-01-2016
1213, ,Male,TATA DOCOMO,31-01-2016
1214, ,Male,Vodafone Delhi,31-01-2016
1215,NULL,NULL,Dolphin,31-01-2016
1216, ,Male,Idea,31-01-2016
1217,09/13/1989,male,IDEA,31-01-2016
1218,NULL,NULL,IDEA,31-01-2016
1219,NULL,NULL,airtel,01-02-2016
1220,NULL,NULL,Reliance,01-02-2016
1221,NULL,NULL,T-Mobile,01-02-2016
1222, ,Male,AIRCEL,01-02-2016
1223,04/15/1991,male,BSNL Mobile,01-02-2016
1224,NULL,NULL,IND airtel,01-02-2016
1225,NULL,NULL,Idea,01-02-2016
1226,NULL,NULL,AirTel,01-02-2016
1227,NULL,NULL,CellOne,01-02-2016
1228,NULL,NULL,AirTel,01-02-2016
1229, ,Male,VODAFONE IN,01-02-2016
1230,NULL,NULL,IDEA,01-02-2016
1231,NULL,NULL,!dea,01-02-2016
1232,NULL,NULL,IND airtel,01-02-2016
1233,NULL,NULL,IDEA,01-02-2016
